544,00	 55,829
545,00	 55,802
546,00	 55,768
547,00	 55,796
548,00	 55,883
549,00	 55,993
550,00	 56,104
551,00	 56,201
552,00	 56,294
553,00	 56,409
554,00	 56,527
555,00	 56,643
556,00	 56,755
557,00	 56,871
558,00	 56,996
559,00	 57,128
560,00	 57,257
561,00	 57,407
562,00	 57,629
563,00	 57,893
564,00	 58,151
565,00	 58,379
566,00	 58,557
567,00	 58,797
568,00	 59,149
569,00	 59,559
570,00	 60,006
571,00	 60,505
572,00	 60,935
573,00	 61,432
574,00	 62,118
575,00	 62,922
576,00	 63,829
577,00	 64,862
578,00	 65,836
579,00	 67,038
580,00	 68,559
581,00	 70,213
582,00	 71,868
583,00	 73,367
584,00	 74,676
585,00	 76,580
586,00	 79,251
587,00	 82,307
588,00	 85,480
589,00	 88,530
590,00	 91,100
591,00	 93,324
592,00	 95,124
593,00	 95,944
594,00	 95,283
595,00	 93,880
596,00	 92,083
597,00	 89,759
598,00	 87,537
599,00	 85,035
600,00	 81,857
601,00	 78,459
602,00	 75,143
603,00	 72,063
604,00	 69,523
605,00	 67,057
606,00	 65,173
607,00	 63,774
608,00	 62,616
609,00	 61,642
610,00	 60,894
611,00	 60,175
612,00	 59,572
613,00	 59,055
614,00	 58,591
615,00	 58,213
616,00	 57,970
617,00	 57,751
618,00	 57,498
619,00	 57,215
620,00	 56,910
621,00	 56,612
622,00	 56,402
623,00	 56,250
624,00	 56,132
625,00	 56,028
626,00	 55,895
627,00	 55,742
628,00	 55,613
629,00	 55,548
630,00	 55,517
631,00	 55,449
632,00	 55,356
633,00	 55,271
634,00	 55,219
635,00	 55,235
636,00	 55,276
637,00	 55,273
638,00	 55,197
639,00	 55,087
640,00	 54,976
641,00	 54,893
642,00	 54,847
643,00	 54,826
644,00	 54,833
645,00	 54,846
646,00	 54,844
647,00	 54,806
648,00	 54,757
649,00	 54,734
650,00	 54,758
651,00	 54,793
652,00	 54,800
653,00	 54,754
654,00	 54,714
655,00	 54,702
656,00	 54,726
657,00	 54,794
658,00	 54,836
659,00	 54,833
660,00	 54,800
661,00	 54,722
662,00	 54,615
663,00	 54,514
664,00	 54,498
665,00	 54,546
666,00	 54,617
667,00	 54,689
668,00	 54,723
669,00	 54,730
670,00	 54,752
671,00	 54,784
672,00	 54,808
673,00	 54,807
674,00	 54,792
675,00	 54,794
676,00	 54,829
677,00	 54,873
678,00	 54,894
679,00	 54,860
680,00	 54,799
681,00	 54,747
682,00	 54,726
683,00	 54,720
684,00	 54,709
685,00	 54,677
686,00	 54,627
687,00	 54,564
688,00	 54,511
689,00	 54,476
690,00	 54,482
691,00	 54,516
692,00	 54,494
693,00	 54,420
694,00	 54,309
695,00	 54,180
696,00	 54,125
697,00	 54,126
698,00	 54,142
699,00	 54,144
700,00	 54,125
701,00	 54,100
702,00	 54,096
703,00	 54,107
704,00	 54,120
705,00	 54,124
706,00	 54,109
707,00	 54,071
708,00	 54,018
709,00	 53,966
710,00	 53,933
711,00	 53,938
712,00	 53,968
713,00	 54,000
714,00	 54,016
715,00	 54,017
716,00	 53,994
717,00	 53,949
718,00	 53,927
719,00	 53,952
720,00	 54,004
721,00	 54,046
722,00	 54,034
723,00	 53,948
724,00	 53,888
725,00	 53,867
726,00	 53,875
727,00	 53,907
728,00	 53,921
729,00	 53,913
730,00	 53,892
731,00	 53,859
732,00	 53,821
733,00	 53,790
734,00	 53,788
735,00	 53,808
736,00	 53,838
737,00	 53,878
738,00	 53,921
739,00	 53,956
740,00	 53,963
741,00	 53,952
742,00	 53,935
743,00	 53,920
744,00	 53,921
745,00	 53,923
746,00	 53,901
747,00	 53,877
748,00	 53,884
749,00	 53,949
750,00	 54,029
751,00	 54,058
752,00	 54,002
753,00	 53,915
754,00	 53,851
755,00	 53,846
756,00	 53,860
757,00	 53,874
758,00	 53,892
759,00	 53,906
760,00	 53,878
761,00	 53,829
762,00	 53,796
763,00	 53,812
764,00	 53,832
765,00	 53,818
766,00	 53,797
767,00	 53,785
768,00	 53,789
769,00	 53,813
770,00	 53,812
771,00	 53,787
772,00	 53,795
773,00	 53,827
774,00	 53,862
775,00	 53,881
776,00	 53,886
777,00	 53,879
778,00	 53,860
779,00	 53,839
780,00	 53,827
781,00	 53,831
782,00	 53,842
783,00	 53,865
784,00	 53,907
785,00	 53,949
786,00	 53,963
787,00	 53,933
788,00	 53,902
789,00	 53,891
790,00	 53,915
791,00	 53,989
792,00	 54,054
793,00	 54,081
794,00	 54,067
795,00	 53,980
796,00	 53,858
797,00	 53,741
798,00	 53,649
799,00	 53,615
